JointType,posX,posY,posZ,orientationW,orientationX,orientationY,orientationZ,elapsedInMillis
ShoulderLeft,-0.5644401,0.5102021,3.134715,-0.05618748,0.7417082,-0.6300518,0.22304,15968.7758
ElbowLeft,-0.7216145,0.3453859,3.053077,0.3989828,-0.4506569,0.01388528,0.7984537,15968.7758
WristLeft,-0.6806058,0.583254,2.949011,0.7809355,-0.1143649,0.5853292,-0.1856076,15968.7758
HandLeft,-0.6678391,0.6220765,2.940751,0.7990452,0.00870579,0.5719166,-0.1853709,15968.7758
ShoulderRight,-0.2573709,0.5343159,3.290803,0.2505569,0.7109828,0.6450086,0.1252538,15968.7758
ElbowRight,-0.0910164,0.3825972,3.355206,-0.3413562,0.2256508,0.2440065,0.8792147,15968.7758
WristRight,-0.06315853,0.5708002,3.20611,-0.5897079,0.2521965,0.7359026,-0.2169999,15968.7758
HandRight,-0.0553206,0.6302288,3.191753,-0.6017802,0.1223355,0.7873591,-0.05440867,15968.7758
HipLeft,-0.4780244,0.01779037,3.237295,0.2220822,-0.6314409,0.6784052,-0.3028669,15968.7758
KneeLeft,-0.50976,-0.383901,3.054971,-0.1908017,0.7811256,0.09732697,-0.5864853,15968.7758
AnkleLeft,-0.5949147,-0.7652429,3.021475,-0.09104306,0.8657824,-0.07424833,-0.4864352,15968.7758
FootLeft,-0.5522461,-0.828125,2.923828,0,0,0,0,15968.7758
HipRight,-0.3376337,0.01394167,3.292271,0.02843595,0.7092058,0.6965259,-0.1052149,15968.7758
KneeRight,-0.4251355,-0.4034052,3.435153,0.1720916,0.5436199,0.07987052,0.8176078,15968.7758
AnkleRight,-0.5288607,-0.7644901,3.505142,0.162703,0.3779292,0.03302752,0.9108274,15968.7758
FootRight,-0.4897578,-0.8331099,3.460697,0,0,0,0,15968.7758
SpineShoulder,-0.4183019,0.5422965,3.193263,0.2297076,-0.02856546,0.9671516,-0.1050538,15968.7758
HandTipLeft,-0.6720097,0.7060598,2.948746,0,0,0,0,15968.7758
ThumbLeft,-0.6013045,0.623495,2.956091,0,0,0,0,15968.7758
HandTipRight,-0.04521046,0.7104836,3.170505,0,0,0,0,15968.7758
ThumbRight,-0.1173964,0.6163725,3.169583,0,0,0,0,15968.7758
SpineBase,-0.3930198,0.02657228,3.314739,0.1888788,-0.02407708,0.977318,-0.09270779,16001.6666
SpineMid,-0.3967215,0.3283539,3.256235,0.2145564,-0.0265107,0.9720037,-0.09204142,16001.6666
Neck,-0.3990281,0.6228436,3.185794,0.2398552,-0.03412878,0.96167,-0.1284349,16001.6666
Head,-0.3546841,0.7483715,3.13707,0,0,0,0,16001.6666
ShoulderLeft,-0.5388465,0.5212286,3.145307,-0.06448871,0.7348427,-0.6342742,0.231395,16001.6666
ElbowLeft,-0.6985202,0.3558327,3.071221,0.3953436,-0.4609119,0.03635514,0.7936888,16001.6666
WristLeft,-0.6569694,0.5844278,2.953671,0.7979339,-0.1451051,0.5497798,-0.1999703,16001.6666
HandLeft,-0.6463891,0.6255835,2.948255,0.8321641,0.01392983,0.5365363,-0.1394192,16001.6666
ShoulderRight,-0.2389892,0.5399075,3.308273,0.2584375,0.7136229,0.6371348,0.1342078,16001.6666
ElbowRight,-0.09004198,0.3861696,3.3978,-0.291086,0.2184512,0.2897821,0.8851973,16001.6666
WristRight,-0.05225951,0.5635104,3.232486,-0.5526896,0.2827895,0.7455931,-0.2421884,16001.6666
HandRight,-0.03846798,0.6387234,3.210088,-0.5610979,0.1533146,0.8106416,-0.06726046,16001.6666
HipLeft,-0.4592367,0.02681426,3.250259,0.2223769,-0.6350709,0.6722035,-0.3088301,16001.6666
KneeLeft,-0.4767218,-0.3943786,3.070481,-0.1732825,0.7915851,0.1022078,-0.576992,16001.6666
AnkleLeft,-0.5425118,-0.7730422,3.068474,-0.04550909,0.8608544,-0.07290806,-0.5015407,16001.6666
FootLeft,-0.5014648,-0.8398438,2.976563,0,0,0,0,16001.6666
HipRight,-0.3183812,0.02584644,3.308317,0.03726948,0.7036883,0.7026854,-0.0983203,16001.6666
KneeRight,-0.3734199,-0.3511483,3.422892,0.13885,0.543274,0.08322506,0.8238007,16001.6666
AnkleRight,-0.4913256,-0.7272507,3.494748,0.1749953,0.5258004,-0.002808589,0.8324078,16001.6666
FootRight,-0.4443415,-0.7681144,3.385604,0,0,0,0,16001.6666
SpineShoulder,-0.398725,0.5502789,3.205607,0.2402974,-0.03135836,0.9642169,-0.1075148,16001.6666
HandTipLeft,-0.6535327,0.7132533,2.946545,0,0,0,0,16001.6666
ThumbLeft,-0.5817611,0.6274098,2.962846,0,0,0,0,16001.6666
HandTipRight,-0.03315378,0.7143461,3.188356,0,0,0,0,16001.6666
ThumbRight,-0.0991643,0.6152945,3.186167,0,0,0,0,16001.6666
SpineBase,-0.3807636,0.03222285,3.318738,0.1821455,-0.01880066,0.9790981,-0.08852319,16035.0133
SpineMid,-0.3821663,0.3343193,3.263395,0.2143442,-0.02171057,0.9725568,-0.08785485,16035.0133
Neck,-0.3814713,0.6293426,3.197075,0.2464384,-0.02787837,0.9610009,-0.1223451,16035.0133
Head,-0.3333585,0.7504756,3.148209,0,0,0,0,16035.0133
ShoulderLeft,-0.5237733,0.5265882,3.150562,-0.07566675,0.7338482,-0.6322722,0.2365864,16035.0133
ElbowLeft,-0.6927425,0.370147,3.078557,0.4153155,-0.4670377,0.05747595,0.7785148,16035.0133
WristLeft,-0.6420274,0.5785132,2.961853,0.7910495,-0.14253,0.5485991,-0.2301412,16035.0133
HandLeft,-0.6242942,0.625439,2.954901,0.829429,0.03627612,0.5247266,-0.1881319,16035.0133
ShoulderRight,-0.2288099,0.5409984,3.315617,0.2540831,0.7229844,0.6267809,0.1409999,16035.0133
ElbowRight,-0.0668511,0.3934377,3.394407,-0.3338407,0.2000124,0.2677195,0.8814032,16035.0133
WristRight,-0.03001722,0.5778595,3.242385,-0.5036814,0.2480997,0.792224,-0.2390244,16035.0133
HandRight,-0.02459223,0.6393674,3.225302,-0.5205361,0.1071907,0.8420668,-0.09206415,16035.0133
HipLeft,-0.4475069,0.03157743,3.255483,0.217384,-0.6404954,0.6702499,-0.3054096,16035.0133
KneeLeft,-0.4239794,-0.3982086,3.09448,-0.1300717,0.8017641,0.1243829,-0.5698987,16035.0133
AnkleLeft,-0.4903793,-0.7695031,3.111577,-0.02263044,0.8725722,-0.08832472,-0.4799004,16035.0133
FootLeft,-0.4541016,-0.840332,3.039063,0,0,0,0,16035.0133
HipRight,-0.3057618,0.03228975,3.311008,0.02758792,0.6997087,0.7068822,-0.09982,16035.0133
KneeRight,-0.3343499,-0.3041569,3.40933,0.1133429,0.5552593,0.09388802,0.8185509,16035.0133
AnkleRight,-0.4524085,-0.6804619,3.481204,0.172999,0.3761691,0.02700103,0.9098566,16035.0133
FootRight,-0.4309082,-0.7788086,3.449219,0,0,0,0,16035.0133
SpineShoulder,-0.3819757,0.5566287,3.215761,0.2468738,-0.02574367,0.9633047,-0.1021499,16035.0133
HandTipLeft,-0.6279225,0.7150869,2.953261,0,0,0,0,16035.0133
ThumbLeft,-0.5582907,0.6399199,2.97425,0,0,0,0,16035.0133
HandTipRight,-0.01854064,0.7100112,3.19734,0,0,0,0,16035.0133
ThumbRight,-0.0809414,0.6186352,3.200889,0,0,0,0,16035.0133
SpineBase,-0.3682636,0.03737691,3.324692,0.1708471,-0.01423533,0.9812478,-0.08809791,16069.2581
SpineMid,-0.3675993,0.3391906,3.270175,0.2179606,-0.01846654,0.971869,-0.08730906,16069.2581
Neck,-0.3655061,0.6337209,3.204086,0.2649972,-0.0285719,0.9560009,-0.1225661,16069.2581
Head,-0.3115534,0.7555265,3.160061,0,0,0,0,16069.2581
ShoulderLeft,-0.5036089,0.5281552,3.154302,-0.08455134,0.7365054,-0.6226961,0.2503205,16069.2581
ElbowLeft,-0.6831508,0.376404,3.084147,0.4313585,-0.4541849,0.06816651,0.7765302,16069.2581
WristLeft,-0.6301017,0.580307,2.967942,0.7533094,-0.1256996,0.5968601,-0.245932,16069.2581
HandLeft,-0.6033946,0.6280509,2.961177,0.7889504,0.09281299,0.5573382,-0.2414893,16069.2581
ShoulderRight,-0.2068976,0.5456844,3.336614,0.2677516,0.7175535,0.6236602,0.1564419,16069.2581
ElbowRight,-0.0498211,0.3901339,3.410809,-0.3186986,0.2108419,0.2547396,0.8883044,16069.2581
WristRight,-0.01409641,0.591264,3.250005,-0.5483136,0.2505336,0.7656218,-0.2245179,16069.2581
HandRight,-0.009107247,0.6378875,3.240028,-0.561621,0.1024704,0.8190585,-0.05678771,16069.2581
HipLeft,-0.4336465,0.03531149,3.264319,0.2102084,-0.647117,0.6664917,-0.304698,16069.2581
KneeLeft,-0.380821,-0.396926,3.123873,-0.094265,0.809169,0.1369934,-0.5635535,16069.2581
AnkleLeft,-0.4365253,-0.7738515,3.156603,-0.001921606,0.8474156,-0.08475599,-0.5241179,16069.2581
FootLeft,-0.3972168,-0.8457031,3.064453,0,0,0,0,16069.2581
HipRight,-0.2945433,0.03865031,3.314469,0.01392248,0.6923755,0.7129934,-0.1098301,16069.2581
KneeRight,-0.3205901,-0.2932396,3.413284,0.1133888,0.565492,0.09634211,0.8112214,16069.2581
AnkleRight,-0.437871,-0.6602573,3.481257,0.1743171,0.372181,0.02412793,0.9113247,16069.2581
FootRight,-0.4165058,-0.758791,3.449219,0,0,0,0,16069.2581
SpineShoulder,-0.3662803,0.5611491,3.222784,0.2656557,-0.02522803,0.9583306,-0.1019464,16069.2581
HandTipLeft,-0.6136484,0.7189286,2.960153,0,0,0,0,16069.2581
ThumbLeft,-0.5391591,0.6373954,2.973111,0,0,0,0,16069.2581
HandTipRight,-0.005490086,0.7151193,3.216761,0,0,0,0,16069.2581
ThumbRight,-0.07342571,0.6252247,3.212444,0,0,0,0,16069.2581
SpineBase,-0.356682,0.03886061,3.326921,0.1756745,-0.006191024,0.980653,-0.08613794,16102.4248
SpineMid,-0.351147,0.3397354,3.274656,0.2263122,-0.01065135,0.9702189,-0.08570077,16102.4248
Neck,-0.3433196,0.6330423,3.211339,0.2769212,-0.01904919,0.9530563,-0.1209769,16102.4248
Head,-0.2902607,0.7552431,3.169433,0,0,0,0,16102.4248
ShoulderLeft,-0.4837494,0.5287211,3.156911,-0.09095726,0.7311623,-0.6252934,0.2571707,16102.4248
ElbowLeft,-0.6594516,0.3790214,3.087185,0.4310161,-0.4473289,0.06172793,0.7812244,16102.4248
WristLeft,-0.6052485,0.5928162,2.972249,0.7006013,-0.09645765,0.6625451,-0.2467541,16102.4248
HandLeft,-0.5792452,0.6498967,2.964797,0.7423352,0.0908959,0.6330648,-0.1997633,16102.4248
ShoulderRight,-0.1965436,0.5460781,3.342321,0.2771059,0.7152796,0.6196639,0.1661443,16102.4248
ElbowRight,-0.04113977,0.3885499,3.415922,-0.3154679,0.2075118,0.2504546,0.8914546,16102.4248
WristRight,-0.006837389,0.5933626,3.256689,-0.5926561,0.2563332,0.7349086,-0.2072713,16102.4248
HandRight,0.006713169,0.6319672,3.252269,-0.5633507,0.1683753,0.8072715,0.0509745,16102.4248
HipLeft,-0.4204904,0.03573906,3.266603,0.211496,-0.6486077,0.6614418,-0.3115642,16102.4248
KneeLeft,-0.3322293,-0.3936706,3.149365,-0.05752781,0.8321803,0.1534793,-0.5297269,16102.4248
AnkleLeft,-0.3765117,-0.7811508,3.205531,0.0293895,0.8357973,-0.08627021,-0.5414209,16102.4248
FootLeft,-0.3481109,-0.8447954,3.135952,0,0,0,0,16102.4248
HipRight,-0.2850146,0.0409832,3.316361,0.007728326,0.6880992,0.7173454,-0.1089739,16102.4248
KneeRight,-0.3072203,-0.2917226,3.414106,0.1075763,0.5639325,0.09839951,0.8128499,16102.4248
AnkleRight,-0.4890569,-0.6893257,3.476758,0.2190726,0.4912746,-0.04359306,0.8418766,16102.4248
FootRight,-0.4363641,-0.7302516,3.370831,0,0,0,0,16102.4248
SpineShoulder,-0.3456054,0.5608003,3.229299,0.2776879,-0.01634195,0.9552687,-0.1004192,16102.4248
HandTipLeft,-0.5804465,0.7255629,2.971103,0,0,0,0,16102.4248
ThumbLeft,-0.5158482,0.6334644,2.97375,0,0,0,0,16102.4248
HandTipRight,0.01515516,0.7062607,3.227706,0,0,0,0,16102.4248
ThumbRight,-0.05204783,0.6211661,3.227363,0,0,0,0,16102.4248
SpineBase,-0.345598,0.03913095,3.331648,0.1784136,0.007702389,0.9802965,-0.08442762,16134.6438
SpineMid,-0.3318669,0.3383679,3.282228,0.2322751,0.003028387,0.9689484,-0.08472413,16134.6438
Neck,-0.3153925,0.629729,3.221528,0.2856959,-0.005168222,0.9505242,-0.1218804,16134.6438
Head,-0.2655643,0.7528955,3.180651,0,0,0,0,16134.6438
ShoulderLeft,-0.4644256,0.529547,3.161575,-0.09275241,0.7196901,-0.6371598,0.259751,16134.6438
ElbowLeft,-0.6422215,0.3858801,3.083017,0.4463536,-0.4661243,0.05981446,0.761524,16134.6438
WristLeft,-0.5722356,0.590817,2.979132,0.7968504,-0.1010609,0.5400478,-0.2513256,16134.6438
HandLeft,-0.5535924,0.6517864,2.973603,0.8356633,0.04168405,0.5272802,-0.1480031,16134.6438
ShoulderRight,-0.1794883,0.5435304,3.35229,0.2894663,0.7139368,0.6134278,0.1738097,16134.6438
ElbowRight,-0.02647798,0.3841886,3.426586,-0.3132912,0.1927148,0.2449834,0.8970467,16134.6438
WristRight,0.009053539,0.595687,3.271032,-0.5696412,0.2425204,0.7580626,-0.2050218,16134.6438
HandRight,0.02311874,0.6294889,3.269821,-0.5258981,0.1742955,0.8275319,0.09079186,16134.6438
HipLeft,-0.4095335,0.03603473,3.271032,0.2080763,-0.646379,0.662679,-0.3158403,16134.6438
KneeLeft,-0.2985546,-0.3913752,3.174353,-0.02261624,0.825425,0.1635061,-0.5398407,16134.6438
AnkleLeft,-0.3138144,-0.7835491,3.240775,0.06554295,0.8849298,-0.05556266,-0.4577294,16134.6438
FootLeft,-0.2575684,-0.8496094,3.167969,0,0,0,0,16134.6438
HipRight,-0.2743083,0.04130028,3.321185,0.003630231,0.6884845,0.7176585,-0.104605,16134.6438
KneeRight,-0.4225745,-0.3906649,3.450617,0.2102424,0.538793,0.02827958,0.8152917,16134.6438
AnkleRight,-0.5376583,-0.793514,3.493619,0.1474078,0.320596,0.004053117,0.9356669,16134.6438
FootRight,-0.469328,-0.8395156,3.436878,0,0,0,0,16134.6438
SpineShoulder,-0.3198159,0.5579802,3.23888,0.2868195,-0.00214621,0.9526598,-0.1008419,16134.6438
HandTipLeft,-0.556033,0.7318333,2.981587,0,0,0,0,16134.6438
ThumbLeft,-0.4905339,0.6411888,2.989667,0,0,0,0,16134.6438
HandTipRight,0.03400251,0.7031277,3.247956,0,0,0,0,16134.6438
ThumbRight,-0.03814603,0.6193612,3.237333,0,0,0,0,16134.6438
SpineBase,-0.3356797,0.03998483,3.329031,0.1818581,0.01704829,0.9796398,-0.08332431,16168.651
SpineMid,-0.3164519,0.3374254,3.281631,0.2348438,0.01249346,0.9683051,-0.08412787,16168.651
Neck,-0.2948667,0.626866,3.223541,0.2871639,0.004080813,0.9502548,-0.120565,16168.651
Head,-0.2438443,0.750652,3.18541,0,0,0,0,16168.651
ShoulderLeft,-0.4642859,0.5292467,3.161289,-0.07850717,0.7156507,-0.6496913,0.2440942,16168.651
ElbowLeft,-0.6286411,0.3719425,3.077887,0.4153729,-0.5111291,0.05357222,0.7505614,16168.651
WristLeft,-0.5473596,0.5787621,2.981005,0.7324873,-0.04496874,0.6245292,-0.2672143,16168.651
HandLeft,-0.5273488,0.6493658,2.970822,0.7606429,0.03370448,0.6307997,-0.1495931,16168.651
ShoulderRight,-0.1707538,0.5426434,3.356617,0.3092765,0.7083218,0.6060441,0.1879863,16168.651
ElbowRight,-0.008677152,0.3798007,3.436969,-0.3219646,0.1791033,0.2486373,0.8957903,16168.651
WristRight,0.03086308,0.5975179,3.27882,-0.5207111,0.2322062,0.7931575,-0.2141064,16168.651
HandRight,0.04192388,0.6238629,3.276818,-0.4794387,0.1893234,0.8544165,0.06532771,16168.651
HipLeft,-0.3996651,0.0378747,3.267764,0.2081909,-0.6407512,0.6668959,-0.3183463,16168.651
KneeLeft,-0.2553929,-0.3460561,3.192535,0.01671119,0.8278443,0.1983831,-0.5244414,16168.651
AnkleLeft,-0.2423557,-0.782166,3.262205,0.07749435,0.8940796,-0.02168938,-0.4406199,16168.651
FootLeft,-0.1834717,-0.8461914,3.197266,0,0,0,0,16168.651
HipRight,-0.2644184,0.04122279,3.319122,0.003525936,0.6938309,0.7131547,-0.09998365,16168.651
KneeRight,-0.4125965,-0.3899315,3.450728,0.2115867,0.5380605,0.03044817,0.8153496,16168.651
AnkleRight,-0.5122762,-0.7001563,3.468907,0.1566346,0.2582192,-0.01321294,0.9532123,16168.651
FootRight,-0.477134,-0.8028144,3.436534,0,0,0,0,16168.651
SpineShoulder,-0.3005185,0.5556007,3.240188,0.2884626,0.007298642,0.9522323,-0.09994918,16168.651
HandTipLeft,-0.5284095,0.72549,2.982222,0,0,0,0,16168.651
ThumbLeft,-0.4664377,0.6277009,2.9816,0,0,0,0,16168.651
HandTipRight,0.05046047,0.6985469,3.248883,0,0,0,0,16168.651
ThumbRight,-0.01088143,0.6063592,3.243294,0,0,0,0,16168.651
SpineBase,-0.3210167,0.04173137,3.328513,0.1989611,0.01949384,0.9764324,-0.08132741,16201.6819
SpineMid,-0.2998518,0.3380344,3.283118,0.2604508,0.01429982,0.9618583,-0.08239947,16201.6819
Neck,-0.2778471,0.6267899,3.226492,0.3211195,0.0004623611,0.9395485,-0.1188724,16201.6819
Head,-0.2215564,0.7453848,3.191804,0,0,0,0,16201.6819
ShoulderLeft,-0.4057379,0.5251018,3.162522,-0.1201845,0.7179347,-0.61911,0.2946661,16201.6819
ElbowLeft,-0.5920357,0.3805458,3.084422,0.4528384,-0.4535285,0.06296164,0.7650393,16201.6819
WristLeft,-0.5264683,0.585437,2.977417,0.7297267,-0.08296817,0.6275962,-0.2583376,16201.6819
HandLeft,-0.5013999,0.6493751,2.972156,0.773625,0.08348352,0.6046849,-0.1699734,16201.6819
ShoulderRight,-0.1310419,0.5377043,3.380716,0.3041876,0.7108569,0.6032946,0.1954172,16201.6819
ElbowRight,-0.002883308,0.3598004,3.458653,-0.2512732,0.1891187,0.2336641,0.9200527,16201.6819
WristRight,0.05193117,0.5526214,3.319662,-0.4937216,0.2584197,0.8071392,-0.1948968,16201.6819
HandRight,0.06266941,0.6213682,3.291681,-0.5103154,0.1617463,0.8354142,-0.1244969,16201.6819
HipLeft,-0.3826624,0.03962379,3.265359,0.2199658,-0.635574,0.6630821,-0.3286074,16201.6819
KneeLeft,-0.2136903,-0.2825187,3.211133,0.04874529,0.8464183,0.2442901,-0.4706615,16201.6819
AnkleLeft,-0.1755159,-0.7183582,3.276156,0.08552854,0.8482292,-0.001827914,-0.5226746,16201.6819
FootLeft,-0.1190746,-0.7589577,3.175356,0,0,0,0,16201.6819
HipRight,-0.2521434,0.04293388,3.320185,0.00798347,0.6948977,0.7131631,-0.09193326,16201.6819
KneeRight,-0.4059415,-0.3854522,3.453774,0.2176777,0.5229958,0.03274952,0.8234193,16201.6819
AnkleRight,-0.5321079,-0.759906,3.494492,0.1692196,0.2705374,0.005773683,0.947703,16201.6819
FootRight,-0.4826835,-0.8373969,3.457368,0,0,0,0,16201.6819
SpineShoulder,-0.283499,0.5556591,3.242821,0.3226493,0.005443167,0.941384,-0.0983063,16201.6819
HandTipLeft,-0.516369,0.7257701,2.979029,0,0,0,0,16201.6819
ThumbLeft,-0.442783,0.6244359,2.978526,0,0,0,0,16201.6819
HandTipRight,0.07304931,0.6923522,3.268329,0,0,0,0,16201.6819
ThumbRight,0.002452024,0.6033593,3.251636,0,0,0,0,16201.6819
SpineBase,-0.3072568,0.0381739,3.32627,0.2058639,0.02530527,0.9751782,-0.07750606,16234.9169
SpineMid,-0.2827456,0.3357818,3.283819,0.267262,0.02034163,0.9601684,-0.07895418,16234.9169
Neck,-0.2564769,0.6264252,3.230451,0.3281659,0.008995059,0.9375334,-0.1151404,16234.9169
Head,-0.1949524,0.7393448,3.194801,0,0,0,0,16234.9169
ShoulderLeft,-0.3954606,0.5167314,3.161568,-0.1125301,0.7285267,-0.6078463,0.2951419,16234.9169
ElbowLeft,-0.5666057,0.3710598,3.069372,0.4465334,-0.4723312,0.02784614,0.7594312,16234.9169
WristLeft,-0.5012429,0.581334,2.974623,0.7066885,-0.05253855,0.6627043,-0.2421858,16234.9169
HandLeft,-0.4738402,0.6451219,2.967828,0.739632,0.0937814,0.6404396,-0.1843551,16234.9169
ShoulderRight,-0.1257422,0.5363373,3.380408,0.3155698,0.7100284,0.5939218,0.208644,16234.9169
ElbowRight,-0.001902634,0.3594681,3.465493,-0.2473979,0.1576993,0.240276,0.9253069,16234.9169
WristRight,0.08051059,0.596393,3.300074,-0.5671614,0.2906184,0.7566841,-0.1459386,16234.9169
HandRight,0.08305144,0.61528,3.302425,-0.5689831,0.01939642,0.8173521,0.08841763,16234.9169
HipLeft,-0.3692228,0.03676044,3.262028,0.2227844,-0.6320668,0.6651693,-0.3292546,16234.9169
KneeLeft,-0.1945257,-0.3999479,3.253074,0.0921775,0.832104,0.1653907,-0.5212984,16234.9169
AnkleLeft,-0.1163644,-0.7947559,3.311236,0.1051944,0.906825,0.05912864,-0.4038642,16234.9169
FootLeft,-0.04714966,-0.8310547,3.248047,0,0,0,0,16234.9169
HipRight,-0.238641,0.03878681,3.319163,0.01045548,0.6990691,0.710164,-0.08282592,16234.9169
KneeRight,-0.2666225,-0.4198623,3.327211,0.03168651,0.2956571,-0.0006415917,0.9547682,16234.9169
AnkleRight,-0.5157768,-0.7411057,3.489894,0.353957,0.3038242,0.08888104,0.8800599,16234.9169
FootRight,-0.4835915,-0.8365346,3.458837,0,0,0,0,16234.9169
SpineShoulder,-0.2632827,0.5547629,3.245912,0.32968,0.0130805,0.9392046,-0.0950503,16234.9169
HandTipLeft,-0.4792001,0.724254,2.985701,0,0,0,0,16234.9169
ThumbLeft,-0.4181025,0.6131374,2.970042,0,0,0,0,16234.9169
HandTipRight,0.09575751,0.6921065,3.282167,0,0,0,0,16234.9169
ThumbRight,0.02226836,0.6029194,3.2803,0,0,0,0,16234.9169
SpineBase,-0.2893125,0.03096139,3.322699,0.2134668,0.03055294,0.9730989,-0.08109864,16269.0559
SpineMid,-0.2608816,0.3286027,3.278946,0.2774523,0.02511418,0.9568228,-0.08294424,16269.0559
Neck,-0.2317356,0.6194845,3.223525,0.3405704,0.009911867,0.9324571,-0.1201556,16269.0559
Head,-0.1720214,0.734077,3.190292,0,0,0,0,16269.0559
ShoulderLeft,-0.3582189,0.5119878,3.155756,-0.1243992,0.7216179,-0.6043374,0.3139565,16269.0559
ElbowLeft,-0.5445718,0.3693765,3.068726,0.4615243,-0.4521971,0.04572337,0.7618546,16269.0559
WristLeft,-0.4745851,0.577767,2.972906,0.8267927,-0.09854186,0.5009138,-0.2361963,16269.0559
HandLeft,-0.4442783,0.631606,2.956696,0.8307886,0.009403618,0.480871,-0.2801159,16269.0559
ShoulderRight,-0.09441217,0.5247691,3.384698,0.3189988,0.7148547,0.585225,0.2115047,16269.0559
ElbowRight,0.04115043,0.3509431,3.459398,-0.2764242,0.16489,0.2239929,0.9199066,16269.0559
WristRight,0.0968427,0.5468575,3.330925,-0.4921227,0.24873,0.8152285,-0.1770624,16269.0559
HandRight,0.1063657,0.6063197,3.305453,-0.5080543,0.1673186,0.8346167,-0.1315305,16269.0559
HipLeft,-0.3494597,0.03153265,3.257773,0.2281163,-0.6198182,0.671707,-0.3355566,16269.0559
KneeLeft,-0.2072649,-0.301122,3.252892,0.09871636,0.8359379,0.1747533,-0.5108075,16269.0559
AnkleLeft,-0.06612174,-0.7182121,3.301487,0.1357144,0.8213263,0.1040334,-0.5442259,16269.0559
FootLeft,-0.008127969,-0.7593454,3.203376,0,0,0,0,16269.0559
HipRight,-0.2226389,0.02976282,3.316233,0.01361529,0.7086014,0.7006209,-0.08263767,16269.0559
KneeRight,-0.2570484,-0.4159077,3.332896,0.04214633,0.275518,0.007302706,0.9603438,16269.0559
AnkleRight,-0.5110968,-0.7374198,3.488115,0.3555327,0.2944203,0.08201401,0.8832819,16269.0559
FootRight,-0.4845465,-0.834085,3.461566,0,0,0,0,16269.0559
SpineShoulder,-0.2391464,0.5477659,3.239578,0.3423769,0.01540906,0.9341165,-0.09983433,16269.0559
HandTipLeft,-0.4459976,0.7104406,2.970365,0,0,0,0,16269.0559
ThumbLeft,-0.3829486,0.6185634,2.975923,0,0,0,0,16269.0559
HandTipRight,0.1240708,0.6832382,3.280713,0,0,0,0,16269.0559
ThumbRight,0.04872929,0.589499,3.268364,0,0,0,0,16269.0559
SpineBase,-0.2650161,0.02616455,3.32234,0.2022079,0.0270445,0.9755509,-0.08173791,16301.1908
SpineMid,-0.2390219,0.3245574,3.277349,0.2756586,0.02076347,0.9573922,-0.08355458,16301.1908
Neck,-0.2124214,0.6159784,3.220681,0.3489326,0.004009639,0.9293602,-0.1204978,16301.1908
Head,-0.1457287,0.7265638,3.185229,0,0,0,0,16301.1908
ShoulderLeft,-0.3369102,0.5055328,3.151276,-0.1286645,0.7246071,-0.5960832,0.3210526,16301.1908
ElbowLeft,-0.5040394,0.3575278,3.054046,0.4396501,-0.5401505,0.05285398,0.7156478,16301.1908
WristLeft,-0.4117344,0.5595351,2.946587,0.8123355,-0.09178632,0.4994838,-0.2867094,16301.1908
HandLeft,-0.4162748,0.6245177,2.94711,0.8182023,-0.01673565,0.573858,0.03085477,16301.1908
ShoulderRight,-0.07829994,0.5210025,3.384154,0.3238452,0.7128164,0.5819614,0.2198591,16301.1908
ElbowRight,0.01010609,0.3202142,3.506787,-0.1516691,0.1191029,0.2784896,0.9408796,16301.1908
WristRight,0.1159219,0.5484995,3.332072,-0.3962785,0.296939,0.8459196,-0.1980165,16301.1908
HandRight,0.1306297,0.6040829,3.308536,-0.4094476,0.1921986,0.8829996,-0.1253956,16301.1908
HipLeft,-0.3264101,0.02667863,3.25881,0.221765,-0.6239205,0.6735946,-0.3283502,16301.1908
KneeLeft,-0.1958893,-0.3102216,3.255651,0.09459848,0.8302944,0.1575917,-0.5261438,16301.1908
AnkleLeft,-0.03441231,-0.7196562,3.305663,0.1512955,0.8146632,0.1222748,-0.5463356,16301.1908
FootLeft,0.02450786,-0.7607003,3.208626,0,0,0,0,16301.1908
HipRight,-0.1979804,0.02513511,3.314471,0.007423404,0.7067018,0.701655,-0.09054062,16301.1908
KneeRight,-0.242705,-0.4065746,3.344263,0.05913353,0.283964,0.01823611,0.956836,16301.1908
AnkleRight,-0.503243,-0.730026,3.485633,0.3561172,0.2840887,0.06753033,0.8876451,16301.1908
FootRight,-0.4875683,-0.8328543,3.464972,0,0,0,0,16301.1908
SpineShoulder,-0.2191942,0.5441459,3.237044,0.3506883,0.009750113,0.9310608,-0.1002417,16301.1908
HandTipLeft,-0.4295838,0.6948102,2.949273,0,0,0,0,16301.1908
ThumbLeft,-0.3566858,0.6053769,2.962733,0,0,0,0,16301.1908
HandTipRight,0.1460359,0.6779435,3.28689,0,0,0,0,16301.1908
ThumbRight,0.1154744,0.6349655,3.264615,0,0,0,0,16301.1908
SpineBase,-0.248344,0.02325092,3.315365,0.2301063,0.03275923,0.9686674,-0.08752897,16334.2352
SpineMid,-0.2170864,0.3192734,3.268817,0.2927634,0.02698361,0.9516066,-0.08947834,16334.2352
Neck,-0.1847596,0.6078073,3.210273,0.3544128,0.01133735,0.9261892,-0.1282046,16334.2352
Head,-0.1242062,0.7249802,3.182153,0,0,0,0,16334.2352
