JointType,posX,posY,posZ,orientationW,orientationX,orientationY,orientationZ,elapsedInMillis
ShoulderLeft,-0.3028673,0.385805,2.839908,-0.04101403,0.75041,-0.6568334,0.0614214,20815.7403
ElbowLeft,-0.5261614,0.4908009,2.799845,0.8324713,-0.1759736,0.1303875,0.508944,20815.7403
WristLeft,-0.4988322,0.7215114,2.690061,0.5665883,-0.08314449,0.7924052,-0.2101396,20815.7403
HandLeft,-0.4875287,0.7853011,2.686843,0.5897922,0.05574945,0.8024146,-0.07188839,20815.7403
ShoulderRight,0.08431594,0.3439036,2.866702,-0.001415161,0.8192321,0.5734252,-0.00634759,20815.7403
ElbowRight,0.2787668,0.2082768,2.878117,-0.4477775,0.174204,0.1174202,0.8691149,20815.7403
WristRight,0.4883347,0.2497932,2.816288,-0.4324946,0.6074476,0.6374029,0.1940967,20815.7403
HandRight,0.5599549,0.3135583,2.811613,-0.5203263,0.3510771,0.7492309,0.2113255,20815.7403
HipLeft,-0.1875551,-0.1413364,2.830688,0.1962378,-0.6675373,0.6899015,-0.1998013,20815.7403
KneeLeft,-0.224899,-0.5692638,2.853662,-0.00807339,0.7571129,-0.05038635,-0.6512881,20815.7403
AnkleLeft,-0.2146368,-0.9595481,2.8778,-0.02949072,-0.6222205,0.01598757,0.782123,20815.7403
FootLeft,-0.2374742,-1.028802,2.775394,0,0,0,0,20815.7403
HipRight,-0.03511547,-0.1427967,2.853466,-0.1096453,0.6937538,0.7034002,-0.1091413,20815.7403
KneeRight,0.1037175,-0.4931789,2.737205,-0.2340517,0.5166492,-0.03215657,0.8229576,20815.7403
AnkleRight,0.1318259,-0.9081125,2.853701,0.06383771,0.6452528,0.124732,0.7510096,20815.7403
FootRight,0.1471651,-0.9716714,2.79173,0,0,0,0,20815.7403
SpineShoulder,-0.1048073,0.4128206,2.868634,0.0321396,0.005886052,0.9993293,-0.01653115,20815.7403
HandTipLeft,-0.4754765,0.8716434,2.710157,0,0,0,0,20815.7403
ThumbLeft,-0.4177787,0.7948699,2.657231,0,0,0,0,20815.7403
HandTipRight,0.6292859,0.3638303,2.835664,0,0,0,0,20815.7403
ThumbRight,0.5387754,0.3705443,2.7758,0,0,0,0,20815.7403
SpineBase,-0.1099789,-0.1418796,2.879677,0.07511107,0.006754728,0.9971403,-0.004887726,20849.8083
SpineMid,-0.1054376,0.177777,2.876885,0.05630108,0.006845664,0.998379,-0.004759528,20849.8083
Neck,-0.101295,0.4911508,2.862281,0.03688491,0.005815945,0.9984989,-0.040069,20849.8083
Head,-0.05980611,0.6259935,2.84321,0,0,0,0,20849.8083
ShoulderLeft,-0.2937519,0.3973139,2.836703,-0.04710962,0.733224,-0.6747653,0.06967751,20849.8083
ElbowLeft,-0.5072061,0.5300649,2.785244,0.8611178,-0.1856556,0.1310298,0.454796,20849.8083
WristLeft,-0.4832584,0.729158,2.686276,0.5584019,-0.08565044,0.79583,-0.2179587,20849.8083
HandLeft,-0.459929,0.8056679,2.6818,0.5990273,0.1000423,0.7865621,-0.1117047,20849.8083
ShoulderRight,0.08428907,0.3440475,2.866752,-0.001324084,0.8216121,0.5700181,-0.005579023,20849.8083
ElbowRight,0.2746917,0.1976561,2.878645,-0.4275928,0.174711,0.1130324,0.8796955,20849.8083
WristRight,0.4869503,0.2256599,2.818999,-0.4128847,0.6298019,0.6265194,0.2008713,20849.8083
HandRight,0.5664162,0.2801215,2.8169,-0.453151,0.4066155,0.7597684,0.2281884,20849.8083
HipLeft,-0.1844745,-0.1390506,2.831768,0.1972652,-0.6660131,0.6906869,-0.2011585,20849.8083
KneeLeft,-0.2217897,-0.5694063,2.854526,-0.008142801,0.7578261,-0.04992591,-0.6504927,20849.8083
AnkleLeft,-0.214555,-0.9611479,2.877394,-0.02537535,-0.6228632,0.0170503,0.7817333,20849.8083
FootLeft,-0.2379054,-1.029221,2.774055,0,0,0,0,20849.8083
HipRight,-0.03268696,-0.1410903,2.854777,-0.1088672,0.6949154,0.7021452,-0.1106014,20849.8083
KneeRight,0.1109538,-0.4893959,2.735385,-0.242215,0.5358467,-0.02628873,0.8083991,20849.8083
AnkleRight,0.1552591,-0.9064478,2.840321,0.04080437,0.6472118,0.1264959,0.7506335,20849.8083
FootRight,0.1736127,-0.9780749,2.77733,0,0,0,0,20849.8083
SpineShoulder,-0.1024251,0.4138481,2.868453,0.03704604,0.005711267,0.9991338,-0.01807324,20849.8083
HandTipLeft,-0.4459283,0.8902047,2.699264,0,0,0,0,20849.8083
ThumbLeft,-0.3977926,0.8022459,2.648667,0,0,0,0,20849.8083
HandTipRight,0.6355971,0.3322235,2.840317,0,0,0,0,20849.8083
ThumbRight,0.542833,0.3285105,2.773286,0,0,0,0,20849.8083
SpineBase,-0.1038435,-0.1398222,2.879662,0.07290971,0.005648064,0.9973082,-0.005352303,20882.8484
SpineMid,-0.09999528,0.1795973,2.876515,0.05477237,0.005744406,0.9984685,-0.005248769,20882.8484
Neck,-0.09613956,0.49215,2.861302,0.03604771,0.005251523,0.9985095,-0.04064,20882.8484
Head,-0.05439259,0.625762,2.842962,0,0,0,0,20882.8484
ShoulderLeft,-0.2937799,0.3970862,2.83672,-0.04316832,0.7351839,-0.6731207,0.06745073,20882.8484
ElbowLeft,-0.5005363,0.5396156,2.782999,0.8734089,-0.180191,0.1210869,0.43592,20882.8484
WristLeft,-0.4504616,0.7523592,2.681261,0.5879626,-0.04665841,0.7717105,-0.237878,20882.8484
HandLeft,-0.43237,0.8217812,2.677324,0.6167245,0.08223626,0.7763788,-0.1006189,20882.8484
ShoulderRight,0.08503953,0.3439156,2.867114,0.001680056,0.8257671,0.5639914,-0.004424164,20882.8484
ElbowRight,0.2698223,0.1836118,2.880032,-0.4013667,0.1749419,0.1082136,0.8925189,20882.8484
WristRight,0.4826096,0.2054309,2.819681,-0.4309652,0.632086,0.6027892,0.2266744,20882.8484
HandRight,0.5685669,0.24757,2.819122,-0.4366093,0.4554257,0.7276406,0.2692563,20882.8484
HipLeft,-0.1786425,-0.1367465,2.831992,0.1961706,-0.6655062,0.691986,-0.1994343,20882.8484
KneeLeft,-0.218428,-0.5703015,2.854171,-0.01053987,0.756411,-0.05124161,-0.6520012,20882.8484
AnkleLeft,-0.2139525,-0.9550604,2.878148,-0.02396307,-0.6240981,0.02067583,0.7807047,20882.8484
FootLeft,-0.237184,-1.026037,2.775976,0,0,0,0,20882.8484
HipRight,-0.02638214,-0.1393352,2.854395,-0.1093619,0.6959315,0.7007342,-0.1126544,20882.8484
KneeRight,0.1203066,-0.4927788,2.736623,-0.2416714,0.560127,-0.01477694,0.7922338,20882.8484
AnkleRight,0.1766223,-0.9119664,2.828327,0.01958295,0.6449127,0.1237787,0.7539118,20882.8484
FootRight,0.2004331,-0.9922076,2.753288,0,0,0,0,20882.8484
SpineShoulder,-0.09717701,0.4150877,2.867548,0.03620021,0.005287391,0.9991456,-0.01923152,20882.8484
HandTipLeft,-0.4095143,0.9071502,2.695716,0,0,0,0,20882.8484
ThumbLeft,-0.3682499,0.8186505,2.6495,0,0,0,0,20882.8484
HandTipRight,0.6424693,0.2969708,2.843379,0,0,0,0,20882.8484
ThumbRight,0.5483786,0.2959392,2.774765,0,0,0,0,20882.8484
SpineBase,-0.09772446,-0.1379725,2.880119,0.07725503,0.008094457,0.9969544,-0.006930327,20917.2208
SpineMid,-0.09221294,0.1821982,2.876094,0.05996758,0.008213335,0.9981435,-0.006789021,20917.2208
Neck,-0.08628668,0.495011,2.85949,0.04198468,0.00829344,0.9981665,-0.04280304,20917.2208
Head,-0.04310942,0.6247134,2.841351,0,0,0,0,20917.2208
ShoulderLeft,-0.2753401,0.4142818,2.83342,-0.04710423,0.7099111,-0.6987213,0.07480642,20917.2208
ElbowLeft,-0.4837819,0.5538317,2.781428,0.8703239,-0.1786628,0.1221031,0.4423875,20917.2208
WristLeft,-0.4346186,0.7622834,2.682101,0.5820466,-0.04419277,0.7763393,-0.2378362,20917.2208
HandLeft,-0.404309,0.8385426,2.67727,0.6240873,0.1259316,0.7578633,-0.1424756,20917.2208
ShoulderRight,0.08883388,0.3429723,2.867799,0.005745198,0.8338233,0.5520014,-0.0004160455,20917.2208
ElbowRight,0.2604667,0.1709014,2.881792,-0.369297,0.1704905,0.1010009,0.9079381,20917.2208
WristRight,0.4748681,0.1789044,2.824429,-0.4135947,0.6519806,0.5890307,0.2385447,20917.2208
HandRight,0.567003,0.2137466,2.819762,-0.4235189,0.5016584,0.7051899,0.2677272,20917.2208
HipLeft,-0.171142,-0.1340212,2.831871,0.2001831,-0.6600134,0.6945444,-0.2047369,20917.2208
KneeLeft,-0.2142796,-0.5713183,2.854449,-0.01235421,0.7591262,-0.05401921,-0.6485806,20917.2208
AnkleLeft,-0.2138499,-0.9562542,2.87868,-0.02013403,-0.6265299,0.02413692,0.7787633,20917.2208
FootLeft,-0.2372844,-1.026418,2.775648,0,0,0,0,20917.2208
HipRight,-0.02160252,-0.1382516,2.855235,-0.1087551,0.6991474,0.6974451,-0.1137349,20917.2208
KneeRight,0.1498816,-0.5419084,2.747789,-0.2295753,0.5791245,0.01787111,0.7820426,20917.2208
AnkleRight,0.1962361,-0.944661,2.81657,0.01488127,0.6710661,0.1002785,0.7344338,20917.2208
FootRight,0.2095791,-1.001095,2.740754,0,0,0,0,20917.2208
SpineShoulder,-0.08784594,0.417925,2.866048,0.04220773,0.0083482,0.9988391,-0.02166312,20917.2208
HandTipLeft,-0.3796947,0.9250281,2.695488,0,0,0,0,20917.2208
ThumbLeft,-0.3412168,0.8317573,2.649231,0,0,0,0,20917.2208
HandTipRight,0.6428868,0.2605086,2.837945,0,0,0,0,20917.2208
ThumbRight,0.553293,0.2643639,2.774,0,0,0,0,20917.2208
SpineBase,-0.08694453,-0.1360749,2.87904,0.07683299,0.006776024,0.9969883,-0.008069629,20948.391
SpineMid,-0.08224118,0.1826983,2.874241,0.05924606,0.006917224,0.9981878,-0.007948928,20948.391
Neck,-0.07695816,0.4938094,2.856827,0.04100469,0.007297178,0.9981629,-0.04400352,20948.391
Head,-0.03487668,0.6238324,2.841018,0,0,0,0,20948.391
ShoulderLeft,-0.2694031,0.4166597,2.832237,0.03990599,-0.704056,0.7050633,-0.074822,20948.391
ElbowLeft,-0.4650434,0.5669695,2.775535,0.8852044,-0.1803203,0.1153087,0.4130396,20948.391
WristLeft,-0.4087736,0.7729577,2.678124,0.5739446,-0.0271886,0.7806481,-0.2458394,20948.391
HandLeft,-0.377415,0.8502451,2.675166,0.6142683,0.1379946,0.7653097,-0.1339142,20948.391
ShoulderRight,0.09928423,0.3411802,2.866818,0.009880455,0.8346252,0.5507294,0.0004230054,20948.391
ElbowRight,0.2576055,0.1603753,2.879697,-0.3411956,0.162503,0.0892011,0.9215321,20948.391
WristRight,0.4726268,0.1590009,2.825005,-0.4186357,0.6568909,0.5671391,0.2675661,20948.391
HandRight,0.5690977,0.1864605,2.818468,-0.4278573,0.5295185,0.6734475,0.288126,20948.391
HipLeft,-0.1606567,-0.1318254,2.830834,0.1994381,-0.6590331,0.6959311,-0.203911,20948.391
KneeLeft,-0.209615,-0.567985,2.854035,-0.01614565,0.7588112,-0.05960356,-0.6483768,20948.391
AnkleLeft,-0.2136535,-0.9548664,2.879161,-0.01640814,-0.6304724,0.02844357,0.7755167,20948.391
FootLeft,-0.2366464,-1.025782,2.776677,0,0,0,0,20948.391
HipRight,-0.01101465,-0.1367933,2.854108,-0.1078246,0.7008086,0.6956142,-0.115594,20948.391
KneeRight,0.1505872,-0.5426375,2.750694,-0.2176368,0.6145571,0.02449821,0.7578611,20948.391
AnkleRight,0.2094215,-0.9521813,2.804712,-0.006611485,0.6851802,0.09592716,0.7219989,20948.391
FootRight,0.2229675,-1.014987,2.708202,0,0,0,0,20948.391
SpineShoulder,-0.07835691,0.4171604,2.863541,0.04120315,0.00732938,0.9988564,-0.02311975,20948.391
HandTipLeft,-0.3495323,0.9329817,2.69586,0,0,0,0,20948.391
ThumbLeft,-0.3052085,0.8429928,2.649889,0,0,0,0,20948.391
HandTipRight,0.6506272,0.2316691,2.840234,0,0,0,0,20948.391
ThumbRight,0.5589111,0.2363557,2.773106,0,0,0,0,20948.391
SpineBase,-0.0727141,-0.1364377,2.875697,0.08064829,0.007250484,0.996692,-0.00695124,20982.1286
SpineMid,-0.06775793,0.1817274,2.871659,0.05935812,0.007397188,0.9981862,-0.006794914,20982.1286
Neck,-0.06251815,0.4919144,2.855001,0.03729349,0.007242913,0.9983675,-0.04264919,20982.1286
Head,-0.02638039,0.6218308,2.839613,0,0,0,0,20982.1286
ShoulderLeft,-0.2599739,0.4179854,2.830466,0.03857821,-0.6989809,0.7104586,-0.07201304,20982.1286
ElbowLeft,-0.4543461,0.5668131,2.775199,0.8851689,-0.1777624,0.1139477,0.4145992,20982.1286
WristLeft,-0.3942463,0.7765248,2.677403,0.5581241,-0.01557489,0.7918928,-0.2473067,20982.1286
HandLeft,-0.3581228,0.8534689,2.674487,0.6019676,0.160441,0.7680961,-0.1480606,20982.1286
ShoulderRight,0.1124904,0.3364636,2.863069,0.005984283,0.8393369,0.5435759,-0.001733154,20982.1286
ElbowRight,0.2561479,0.1528778,2.878772,-0.3131765,0.1746137,0.09507555,0.9286503,20982.1286
WristRight,0.4777937,0.131898,2.821566,-0.3819822,0.6939149,0.5553876,0.2532121,20982.1286
HandRight,0.5727002,0.1636367,2.815522,-0.4210457,0.5179582,0.6935486,0.2709801,20982.1286
HipLeft,-0.1460028,-0.1315057,2.826971,0.2033048,-0.6557096,0.6975983,-0.2051066,20982.1286
KneeLeft,-0.204043,-0.565492,2.852368,-0.02072456,0.7610779,-0.06938601,-0.6446056,20982.1286
AnkleLeft,-0.2134894,-0.9533629,2.879228,-0.01255348,-0.6345611,0.03441101,0.7720041,20982.1286
FootLeft,-0.2362106,-1.02484,2.777186,0,0,0,0,20982.1286
HipRight,0.002463084,-0.1378322,2.851242,-0.107244,0.7041045,0.6925898,-0.114258,20982.1286
KneeRight,0.1533744,-0.5559597,2.763075,-0.1943417,0.6187263,0.03020051,0.7605898,20982.1286
AnkleRight,0.2146851,-0.9609936,2.803131,-0.01898405,0.6989937,0.08728036,0.7095276,20982.1286
FootRight,0.2238025,-1.016114,2.70766,0,0,0,0,20982.1286
SpineShoulder,-0.06387128,0.4155075,2.861491,0.0374957,0.00748504,0.999026,-0.02202567,20982.1286
HandTipLeft,-0.3255191,0.9389572,2.694872,0,0,0,0,20982.1286
ThumbLeft,-0.2998039,0.8338337,2.641765,0,0,0,0,20982.1286
HandTipRight,0.6576301,0.2098787,2.833961,0,0,0,0,20982.1286
ThumbRight,0.5662093,0.2128453,2.767938,0,0,0,0,20982.1286
SpineBase,-0.06230401,-0.1371933,2.87313,0.07177186,0.007282869,0.9973758,-0.006100234,21017.1451
SpineMid,-0.05740474,0.1808181,2.869592,0.05429765,0.007388564,0.9984795,-0.005971782,21017.1451
Neck,-0.05231179,0.4907283,2.85341,0.03613462,0.007020661,0.9984468,-0.04182093,21017.1451
Head,-0.01615146,0.6206743,2.837839,0,0,0,0,21017.1451
ShoulderLeft,-0.2466103,0.4191321,2.828284,0.04060806,-0.6946501,0.7144644,-0.07316397,21017.1451
ElbowLeft,-0.4349003,0.5635944,2.771281,0.8859226,-0.1809899,0.1052684,0.4138867,21017.1451
WristLeft,-0.3776479,0.7742637,2.674805,0.5569592,-0.01836018,0.7944321,-0.2415304,21017.1451
HandLeft,-0.3400784,0.8507953,2.677046,0.6056299,0.1854938,0.7628188,-0.130046,21017.1451
ShoulderRight,0.1245081,0.3361534,2.859496,0.002016335,0.837295,0.5467302,-0.004367808,21017.1451
ElbowRight,0.2689854,0.1433467,2.872201,-0.3061491,0.1637876,0.08185802,0.9342086,21017.1451
WristRight,0.4863989,0.1262081,2.817217,-0.3711759,0.6939611,0.5693222,0.2377364,21017.1451
HandRight,0.5836638,0.1527098,2.808184,-0.3958405,0.5524468,0.6886424,0.2527536,21017.1451
HipLeft,-0.1357771,-0.1319273,2.825699,0.1994892,-0.6557763,0.7001842,-0.1997589,21017.1451
KneeLeft,-0.1980845,-0.5652865,2.850615,-0.02494435,0.7551675,-0.07257053,-0.6510249,21017.1451
AnkleLeft,-0.2135113,-0.9533337,2.879164,-0.008142106,-0.6374432,0.04090182,0.7693679,21017.1451
FootLeft,-0.2364517,-1.024915,2.777231,0,0,0,0,21017.1451
HipRight,0.01290118,-0.1389537,2.847295,-0.1132589,0.7047997,0.6900045,-0.119682,21017.1451
KneeRight,0.1526771,-0.5631451,2.772806,-0.1739453,0.6311468,0.03646378,0.7550279,21017.1451
AnkleRight,0.2151688,-0.9622752,2.803468,-0.02736178,0.7089254,0.08176856,0.6999929,21017.1451
FootRight,0.2219728,-1.017569,2.708859,0,0,0,0,21017.1451
SpineShoulder,-0.05361734,0.4143952,2.859768,0.03633363,0.007332207,0.999086,-0.02129305,21017.1451
HandTipLeft,-0.3149513,0.9332983,2.700152,0,0,0,0,21017.1451
ThumbLeft,-0.2752824,0.8378013,2.650546,0,0,0,0,21017.1451
HandTipRight,0.6640795,0.1906489,2.824246,0,0,0,0,21017.1451
ThumbRight,0.5806113,0.2043614,2.760267,0,0,0,0,21017.1451
SpineBase,-0.0423152,-0.1400592,2.868655,0.05919809,0.003743419,0.9982279,-0.004764114,21049.1684
SpineMid,-0.03975331,0.1786542,2.865764,0.04687155,0.003801941,0.9988826,-0.004717543,21049.1684
Neck,-0.03693977,0.4891023,2.850163,0.03409825,0.003426561,0.9985858,-0.04064594,21049.1684
Head,-0.002827697,0.6206198,2.833653,0,0,0,0,21049.1684
ShoulderLeft,-0.2352628,0.417156,2.827326,0.03614104,-0.6958987,0.7141326,-0.06658532,21049.1684
ElbowLeft,-0.4208011,0.5576326,2.768954,0.8853635,-0.1818154,0.09422812,0.4173677,21049.1684
WristLeft,-0.3652465,0.7658005,2.677013,0.5705712,-0.01979733,0.7866229,-0.2351193,21049.1684
HandLeft,-0.3279159,0.8408248,2.67854,0.6195132,0.182426,0.7508497,-0.1383798,21049.1684
ShoulderRight,0.1418522,0.3355308,2.857365,0.004786853,0.8350592,0.550133,-0.002648176,21049.1684
ElbowRight,0.2826736,0.1409024,2.867575,-0.2995544,0.1621364,0.07447495,0.9372473,21049.1684
WristRight,0.5063125,0.1228548,2.810205,-0.3495162,0.7035708,0.582128,0.2096506,21049.1684
HandRight,0.6016777,0.1524392,2.799335,-0.3827357,0.5510321,0.7076647,0.2215573,21049.1684
HipLeft,-0.1174394,-0.1351104,2.822942,0.1918368,-0.6602979,0.7009221,-0.1895089,21049.1684
KneeLeft,-0.1895795,-0.5683108,2.848378,-0.03272702,0.7467238,-0.08090813,-0.6593834,21049.1684
AnkleLeft,-0.2133156,-0.9546864,2.878894,-0.00170624,-0.639832,0.04981339,0.7668968,21049.1684
FootLeft,-0.2370867,-1.025585,2.776378,0,0,0,0,21049.1684
HipRight,0.0339879,-0.1413918,2.841029,-0.1191924,0.7018029,0.691074,-0.1252295,21049.1684
KneeRight,0.1505266,-0.572594,2.786541,-0.1388924,0.6494488,0.0397276,0.7465566,21049.1684
AnkleRight,0.2097435,-0.9644285,2.806964,-0.03248952,0.726023,0.07220532,0.6830969,21049.1684
FootRight,0.2130079,-1.026176,2.71753,0,0,0,0,21049.1684
SpineShoulder,-0.03767739,0.4126449,2.856372,0.03422165,0.003743947,0.9992031,-0.02019753,21049.1684
HandTipLeft,-0.2987462,0.927152,2.7061,0,0,0,0,21049.1684
ThumbLeft,-0.2563697,0.8334414,2.6537,0,0,0,0,21049.1684
HandTipRight,0.6841684,0.1906725,2.814484,0,0,0,0,21049.1684
ThumbRight,0.5985453,0.2036365,2.751067,0,0,0,0,21049.1684
SpineBase,-0.02362682,-0.1449508,2.864525,0.05437709,-0.006911963,0.9984946,-0.00196441,21081.9961
SpineMid,-0.02799545,0.1764872,2.863022,0.04214276,-0.006887384,0.9990858,-0.002048925,21081.9961
Neck,-0.03051968,0.4887272,2.848524,0.02989517,-0.004035634,0.9988,-0.03858354,21081.9961
Head,0.008976452,0.6182179,2.829308,0,0,0,0,21081.9961
ShoulderLeft,-0.2155257,0.4092899,2.824136,-0.046511,0.7087408,-0.7006243,0.06818214,21081.9961
ElbowLeft,-0.405409,0.5424957,2.766484,0.8766413,-0.1872256,0.1008368,0.4316001,21081.9961
WristLeft,-0.3499281,0.7398524,2.675445,0.5958967,-0.02803472,0.7647372,-0.2435125,21081.9961
HandLeft,-0.3204551,0.8237114,2.677346,0.6332147,0.135834,0.755411,-0.09971315,21081.9961
ShoulderRight,0.1664077,0.3330767,2.847809,-0.01034985,0.8282029,0.5601863,-0.01281417,21081.9961
ElbowRight,0.3256569,0.14252,2.858367,-0.3300221,0.1819103,0.08814151,0.9220766,21081.9961
WristRight,0.5381957,0.1332378,2.797044,-0.3798792,0.689519,0.5785583,0.2133674,21081.9961
HandRight,0.6322654,0.17287,2.785969,-0.4282824,0.5051982,0.7138411,0.2275519,21081.9961
HipLeft,-0.100104,-0.1397451,2.819493,0.1920583,-0.6621411,0.7017056,-0.1796997,21081.9961
KneeLeft,-0.1802016,-0.5743807,2.844069,-0.03958191,0.7437024,-0.08644009,-0.661716,21081.9961
AnkleLeft,-0.2133557,-0.9589002,2.876669,0.005684101,-0.6424124,0.05986304,0.7639964,21081.9961
FootLeft,-0.2376176,-1.027469,2.774987,0,0,0,0,21081.9961
HipRight,0.05344436,-0.1464214,2.836305,-0.1192445,0.701888,0.6905236,-0.1277147,21081.9961
KneeRight,0.1521138,-0.5765083,2.791559,-0.1175997,0.6581843,0.03629547,0.7427289,21081.9961
AnkleRight,0.2048768,-0.9657814,2.808271,-0.03191469,0.7118596,0.06292719,0.6987686,21081.9961
FootRight,0.2111456,-1.026811,2.718175,0,0,0,0,21081.9961
SpineShoulder,-0.03007627,0.4119068,2.854481,0.02979085,-0.00495533,0.999382,-0.01799054,21081.9961
HandTipLeft,-0.2869329,0.9085512,2.700628,0,0,0,0,21081.9961
ThumbLeft,-0.2521908,0.8144903,2.654818,0,0,0,0,21081.9961
HandTipRight,0.7188324,0.2145533,2.80627,0,0,0,0,21081.9961
ThumbRight,0.6231699,0.2265451,2.739692,0,0,0,0,21081.9961
SpineBase,-0.01061025,-0.146311,2.86334,0.04430036,0.009699377,0.9989533,-0.005974749,21116.5642
SpineMid,-0.004238524,0.1736678,2.859794,0.03293444,0.009766711,0.9993926,-0.005864033,21116.5642
Neck,0.004092697,0.4848714,2.842872,0.02098759,0.01319226,0.9987648,-0.04306157,21116.5642
Head,0.02230615,0.6164442,2.825509,0,0,0,0,21116.5642
ShoulderLeft,-0.2005126,0.4065602,2.824277,-0.02908112,0.7076083,-0.703584,0.05843227,21116.5642
ElbowLeft,-0.3980718,0.5252912,2.764532,0.8617228,-0.1897755,0.08218243,0.4633198,21116.5642
WristLeft,-0.3442669,0.7323174,2.67526,0.5974481,-0.02739152,0.7678843,-0.2294758,21116.5642
HandLeft,-0.3169947,0.8033975,2.675719,0.6355401,0.1409753,0.7502658,-0.1153946,21116.5642
ShoulderRight,0.1809548,0.3321617,2.844747,-0.003438472,0.8337994,0.5518044,-0.01669422,21116.5642
ElbowRight,0.3431119,0.1527834,2.852877,-0.349225,0.1766955,0.08568577,0.9162306,21116.5642
WristRight,0.585432,0.1614985,2.780925,-0.3922595,0.6661501,0.6027942,0.1975237,21116.5642
HandRight,0.6685509,0.2113818,2.772312,-0.4538328,0.4454335,0.7418352,0.2128504,21116.5642
HipLeft,-0.08651762,-0.1414323,2.819957,0.1795583,-0.6623255,0.7039999,-0.1829423,21116.5642
KneeLeft,-0.1719268,-0.5767744,2.839499,-0.04872042,0.7357184,-0.08634244,-0.6699923,21116.5642
AnkleLeft,-0.2131948,-0.9590198,2.876138,0.009985394,-0.6462899,0.07092948,0.7597227,21116.5642
FootLeft,-0.2374859,-1.027366,2.775389,0,0,0,0,21116.5642
HipRight,0.06579018,-0.1474683,2.833552,-0.1286917,0.6996089,0.6902046,-0.1326781,21116.5642
KneeRight,0.1548861,-0.5779818,2.794798,-0.1049761,0.6662631,0.03530651,0.7374462,21116.5642
AnkleRight,0.2025887,-0.9663736,2.810452,-0.0291837,0.7032954,0.0572192,0.7079901,21116.5642
FootRight,0.2104045,-1.026754,2.718497,0,0,0,0,21116.5642
SpineShoulder,0.001926089,0.4082428,2.849447,0.02124636,0.01265574,0.9994452,-0.0223073,21116.5642
HandTipLeft,-0.2947596,0.8902656,2.702651,0,0,0,0,21116.5642
ThumbLeft,-0.241098,0.7981032,2.655778,0,0,0,0,21116.5642
HandTipRight,0.7522993,0.2567059,2.796166,0,0,0,0,21116.5642
ThumbRight,0.647417,0.2537104,2.727534,0,0,0,0,21116.5642
SpineBase,0.005256029,-0.1486145,2.861171,0.03746668,0.002961352,0.9992765,-0.005832754,21148.8508
SpineMid,0.007297866,0.1726295,2.857498,0.02870777,0.003012355,0.9995664,-0.005806576,21148.8508
Neck,0.01046597,0.4849541,2.841048,0.01971599,0.00531353,0.998917,-0.04180679,21148.8508
Head,0.03737064,0.6161166,2.821423,0,0,0,0,21148.8508
ShoulderLeft,-0.1831455,0.3994513,2.823187,-0.03082244,0.7202981,-0.6905212,0.05831859,21148.8508
ElbowLeft,-0.3860347,0.4917565,2.766832,0.8336728,-0.1934653,0.07568903,0.5116953,21148.8508
WristLeft,-0.3386061,0.7150849,2.672781,0.6209408,-0.04826781,0.7527655,-0.2131827,21148.8508
HandLeft,-0.3186462,0.7751393,2.671763,0.6565803,0.1138589,0.7371029,-0.112329,21148.8508
ShoulderRight,0.2033072,0.3380625,2.84029,-0.006826744,0.8181731,0.5745623,-0.02060078,21148.8508
ElbowRight,0.3943062,0.1730497,2.839993,-0.40678,0.1925704,0.08748232,0.8887032,21148.8508
WristRight,0.6038132,0.1908477,2.771512,-0.3746962,0.6618572,0.6323333,0.1473171,21148.8508
HandRight,0.6870363,0.2504269,2.759139,-0.4403356,0.4281311,0.7713974,0.1665967,21148.8508
HipLeft,-0.07128617,-0.1440157,2.818802,0.1767001,-0.6652518,0.7035789,-0.1766175,21148.8508
KneeLeft,-0.1637251,-0.5779908,2.832194,-0.05989063,0.7305494,-0.08721549,-0.6746141,21148.8508
AnkleLeft,-0.2127058,-0.9588059,2.875196,0.01162454,-0.6514226,0.08385339,0.7539775,21148.8508
FootLeft,-0.2364201,-1.026884,2.776027,0,0,0,0,21148.8508
HipRight,0.08170371,-0.1494024,2.830352,-0.1311692,0.6969137,0.6913865,-0.1381689,21148.8508
KneeRight,0.1613129,-0.5781612,2.799331,-0.09146325,0.6738551,0.03571578,0.7323102,21148.8508
AnkleRight,0.2010971,-0.9662168,2.812274,-0.02497993,0.696682,0.04750475,0.7153694,21148.8508
FootRight,0.2096742,-1.026846,2.719444,0,0,0,0,21148.8508
SpineShoulder,0.009519986,0.4080937,2.847474,0.01978165,0.004293465,0.9995669,-0.02135873,21148.8508
HandTipLeft,-0.300742,0.8599908,2.695575,0,0,0,0,21148.8508
ThumbLeft,-0.2551605,0.7641484,2.647,0,0,0,0,21148.8508
HandTipRight,0.7630035,0.2970689,2.773621,0,0,0,0,21148.8508
ThumbRight,0.668922,0.2986131,2.710235,0,0,0,0,21148.8508
SpineBase,0.02412398,-0.1506165,2.860108,0.02990112,0.004155098,0.9995081,-0.008502798,21181.8135
SpineMid,0.02696011,0.1710798,2.854719,0.02424701,0.004203128,0.9996612,-0.008479159,21181.8135
Neck,0.0294854,0.4842818,2.836627,0.01830218,0.002931526,0.9988557,-0.04408831,21181.8135
Head,0.05150166,0.6177747,2.816423,0,0,0,0,21181.8135
ShoulderLeft,-0.1657366,0.3895546,2.822775,-0.02236075,0.7361588,-0.6743165,0.0535484,21181.8135
