JointType,posX,posY,posZ,orientationW,orientationX,orientationY,orientationZ,elapsedInMillis
WristLeft,-0.3473675,0.7507645,2.957511,-0.5659571,0.01238147,0.7430004,-0.3570569,24269.5391
HandLeft,-0.388079,0.8335832,2.933135,-0.6103204,-0.08764827,0.7492294,-0.2418303,24269.5391
ShoulderRight,0.3638654,0.5274513,3.096916,0.08082294,0.7677973,0.6350973,-0.02462429,24269.5391
ElbowRight,0.4641934,0.3104675,3.188759,-0.1494583,0.24525,0.2324148,0.929246,24269.5391
WristRight,0.6783314,0.294407,3.09207,-0.4548427,0.6970454,0.5089399,0.2196041,24269.5391
HandRight,0.7498655,0.3124049,3.078687,-0.4612687,0.5574588,0.6381764,0.2630625,24269.5391
HipLeft,0.1034788,0.03480062,3.112736,0.09673223,-0.6873332,0.6997625,-0.1689631,24269.5391
KneeLeft,-0.007413839,-0.3662246,3.09696,0.110778,-0.6808945,0.07848362,0.7196884,24269.5391
AnkleLeft,-0.0882099,-0.7367489,3.095345,0.08535291,-0.6168949,0.06479894,0.7797157,24269.5391
FootLeft,-0.1248943,-0.8043289,3.004497,0,0,0,0,24269.5391
HipRight,0.2620731,0.03405645,3.104885,-0.1347247,0.6815838,0.6903562,-0.2017452,24269.5391
KneeRight,0.2816558,-0.3670207,3.162674,0.0351834,0.7236478,0.06670643,0.6860368,24269.5391
AnkleRight,0.2476519,-0.740158,3.237659,0.09947361,0.668076,0.04300979,0.7361587,24269.5391
FootRight,0.2487557,-0.8190637,3.174116,0,0,0,0,24269.5391
SpineShoulder,0.1864493,0.5601066,3.080097,-0.006178131,0.0005395868,0.997471,-0.07080324,24269.5391
HandTipLeft,-0.4225541,0.9117546,2.943127,0,0,0,0,24269.5391
ThumbLeft,-0.4257908,0.8041812,2.908187,0,0,0,0,24269.5391
HandTipRight,0.8222095,0.3208499,3.094359,0,0,0,0,24269.5391
ThumbRight,0.7352166,0.366758,3.033,0,0,0,0,24269.5391
SpineBase,0.1798273,0.03449123,3.141749,-0.02059243,-0.0007705266,0.9983606,-0.0534002,24303.4053
SpineMid,0.1786883,0.3374931,3.109266,-0.01294362,-0.00117959,0.998489,-0.05339273,24303.4053
Neck,0.1757262,0.6328614,3.06514,-0.005458653,-0.005984357,0.9959378,-0.08967965,24303.4053
Head,0.1912424,0.7635143,3.012441,0,0,0,0,24303.4053
ShoulderLeft,-0.01051252,0.553343,3.09417,0.07791161,0.7194651,-0.6898482,0.0202296,24303.4053
ElbowLeft,-0.2631532,0.5681769,3.083275,0.6900141,-0.2452714,0.2305661,0.6407511,24303.4053
WristLeft,-0.385399,0.7508771,2.934121,0.6172107,-0.01981718,-0.6803852,0.3946316,24303.4053
HandLeft,-0.4277063,0.8268003,2.919292,-0.6402712,-0.1281664,0.7215247,-0.2302785,24303.4053
ShoulderRight,0.3565095,0.5264546,3.093807,0.07617379,0.7687781,0.6344334,-0.02592383,24303.4053
ElbowRight,0.4707011,0.3200259,3.179398,-0.1855591,0.2408156,0.2329834,0.9237394,24303.4053
WristRight,0.6733286,0.3097048,3.092656,-0.4316045,0.6970754,0.5388228,0.19358,24303.4053
HandRight,0.7530911,0.3431635,3.074123,-0.4871573,0.5138001,0.6721587,0.2165404,24303.4053
HipLeft,0.09820702,0.03406251,3.108724,0.1007833,-0.6883218,0.6981463,-0.169256,24303.4053
KneeLeft,-0.007123758,-0.3671025,3.096143,0.1031388,-0.6846859,0.07730876,0.71735,24303.4053
AnkleLeft,-0.08696461,-0.7377851,3.091112,0.08735006,-0.6145581,0.06018721,0.781707,24303.4053
FootLeft,-0.1238749,-0.8058922,3.001157,0,0,0,0,24303.4053
HipRight,0.2572969,0.03391358,3.102169,-0.1314913,0.6808993,0.6923801,-0.1992388,24303.4053
KneeRight,0.2797614,-0.3689909,3.161538,0.0336782,0.7206164,0.07041249,0.6889267,24303.4053
AnkleRight,0.2474366,-0.7407395,3.237417,0.09900208,0.6684159,0.04547729,0.7357653,24303.4053
FootRight,0.2487579,-0.8194396,3.174266,0,0,0,0,24303.4053
SpineShoulder,0.1766799,0.5601251,3.078342,-0.005386545,-0.00410576,0.9975954,-0.0689759,24303.4053
HandTipLeft,-0.4792892,0.896896,2.931702,0,0,0,0,24303.4053
ThumbLeft,-0.4599476,0.7906938,2.89781,0,0,0,0,24303.4053
HandTipRight,0.8292671,0.3520536,3.090353,0,0,0,0,24303.4053
ThumbRight,0.7363551,0.3912023,3.022875,0,0,0,0,24303.4053
SpineBase,0.1739347,0.03378576,3.137555,-0.02093314,-0.003775998,0.9983425,-0.05347724,24337.3244
SpineMid,0.170953,0.3369573,3.105044,-0.01361785,-0.004167717,0.9984691,-0.05344814,24337.3244
Neck,0.1667145,0.6324872,3.060903,-0.006279619,-0.007715805,0.9959122,-0.08977656,24337.3244
Head,0.1808848,0.7619827,3.007788,0,0,0,0,24337.3244
ShoulderLeft,-0.02004709,0.5526571,3.090231,0.07826277,0.7199299,-0.689334,0.01985661,24337.3244
ElbowLeft,-0.2717048,0.5645633,3.076918,0.6858361,-0.2543144,0.2307055,0.6416603,24337.3244
WristLeft,-0.4004508,0.7387352,2.928265,-0.5089021,-0.04982331,0.7566551,-0.4074424,24337.3244
HandLeft,-0.4587959,0.8064522,2.90688,-0.57442,-0.1912539,0.7337831,-0.3082625,24337.3244
ShoulderRight,0.3475518,0.5266789,3.08909,0.07532553,0.7677442,0.635752,-0.02672858,24337.3244
ElbowRight,0.4793335,0.3325538,3.167195,-0.2384232,0.2075724,0.2250467,0.921641,24337.3244
WristRight,0.6876981,0.3659852,3.075457,-0.5255275,0.6134291,0.5444852,0.2259682,24337.3244
HandRight,0.7712657,0.3896257,3.065642,-0.4784383,0.522024,0.637448,0.3037234,24337.3244
HipLeft,0.09239372,0.03318723,3.104614,0.1012588,-0.6892161,0.6973835,-0.1684758,24337.3244
KneeLeft,-0.009999578,-0.3751792,3.092571,0.09858239,-0.6849027,0.07411455,0.7181204,24337.3244
AnkleLeft,-0.08675879,-0.7373618,3.089794,0.08420036,-0.6155733,0.06155105,0.7811473,24337.3244
FootLeft,-0.1235166,-0.8033243,2.996904,0,0,0,0,24337.3244
HipRight,0.2514822,0.03347602,3.097954,-0.1306675,0.6795995,0.6936479,-0.1998079,24337.3244
KneeRight,0.2766978,-0.3703271,3.161125,0.03462702,0.7205725,0.07580716,0.6883528,24337.3244
AnkleRight,0.2472984,-0.7407027,3.237101,0.0966711,0.6693661,0.04824646,0.7350348,24337.3244
FootRight,0.2489499,-0.8195839,3.17408,0,0,0,0,24337.3244
SpineShoulder,0.1679347,0.5597159,3.074124,-0.006295812,-0.006290977,0.9975808,-0.06894526,24337.3244
HandTipLeft,-0.5037826,0.8702323,2.913442,0,0,0,0,24337.3244
ThumbLeft,-0.4863766,0.765196,2.881,0,0,0,0,24337.3244
HandTipRight,0.8525317,0.402519,3.081062,0,0,0,0,24337.3244
ThumbRight,0.7517829,0.4418508,3.019182,0,0,0,0,24337.3244
SpineBase,0.167639,0.03393073,3.135058,-0.01811054,-0.007532404,0.9983389,-0.05417282,24368.9157
SpineMid,0.1624557,0.3369691,3.102166,-0.01000079,-0.007972182,0.9984531,-0.05410985,24368.9157
Neck,0.1562317,0.6322728,3.057519,-0.001729925,-0.01135917,0.9958038,-0.09078925,24368.9157
Head,0.1699655,0.7614253,3.004426,0,0,0,0,24368.9157
ShoulderLeft,-0.02963872,0.5493861,3.084147,0.07326936,0.7254972,-0.6838103,0.026245,24368.9157
ElbowLeft,-0.2856741,0.5526834,3.068756,0.6719548,-0.2707118,0.2343151,0.6482964,24368.9157
WristLeft,-0.4330485,0.7127163,2.917923,-0.5237294,-0.06612869,0.7266141,-0.4397344,24368.9157
HandLeft,-0.4903868,0.7750429,2.89922,-0.59639,-0.1981577,0.709671,-0.3184645,24368.9157
ShoulderRight,0.3405859,0.5291609,3.085994,0.075472,0.7623274,0.6422386,-0.02627574,24368.9157
ElbowRight,0.4977483,0.3552289,3.153408,-0.3091802,0.1935162,0.2187987,0.9050338,24368.9157
WristRight,0.7137703,0.4095201,3.063653,-0.559262,0.5725165,0.5479645,0.2432811,24368.9157
HandRight,0.7877246,0.440395,3.058654,-0.5235478,0.4537133,0.646648,0.3191994,24368.9157
HipLeft,0.08581962,0.03298888,3.101673,0.1028598,-0.6903819,0.6957664,-0.1694156,24368.9157
KneeLeft,-0.0119336,-0.3750964,3.090523,0.09388041,-0.6873657,0.07151084,0.7166596,24368.9157
AnkleLeft,-0.08676014,-0.7373675,3.089783,0.08049308,-0.615494,0.06211155,0.7815564,24368.9157
FootLeft,-0.1232978,-0.8031293,2.996499,0,0,0,0,24368.9157
HipRight,0.2455603,0.03398297,3.095881,-0.1271449,0.6783552,0.6957971,-0.1988333,24368.9157
KneeRight,0.2735548,-0.3714209,3.159768,0.03253451,0.7184482,0.07862388,0.6903564,24368.9157
AnkleRight,0.2475231,-0.7401018,3.23667,0.09489326,0.6731308,0.0519117,0.7315705,24368.9157
FootRight,0.2489598,-0.819522,3.173968,0,0,0,0,24368.9157
SpineShoulder,0.1579277,0.5595681,3.070886,-0.001816666,-0.009967806,0.9975129,-0.06975331,24368.9157
HandTipLeft,-0.5432519,0.8378268,2.89721,0,0,0,0,24368.9157
ThumbLeft,-0.5140198,0.7352684,2.874667,0,0,0,0,24368.9157
HandTipRight,0.8628834,0.4639696,3.079644,0,0,0,0,24368.9157
ThumbRight,0.7770966,0.5042751,3.0384,0,0,0,0,24368.9157
SpineBase,0.161024,0.03329478,3.131538,-0.01608417,-0.01068719,0.9983439,-0.05418937,24404.1177
SpineMid,0.1539805,0.33658,3.098626,-0.009107251,-0.01106561,0.9984319,-0.05411337,24404.1177
Neck,0.1460348,0.632167,3.053929,-0.001852967,-0.01414597,0.9957653,-0.09081736,24404.1177
Head,0.1588504,0.7609051,3.000274,0,0,0,0,24404.1177
ShoulderLeft,-0.03737507,0.5465292,3.078681,0.06957299,0.7304906,-0.6787097,0.02993663,24404.1177
ElbowLeft,-0.3040139,0.5338902,3.060823,0.652569,-0.2808678,0.2247944,0.6668841,24404.1177
WristLeft,-0.4662485,0.6856277,2.906613,0.6357857,0.003507381,-0.6134648,0.4684283,24404.1177
HandLeft,-0.5193972,0.7350182,2.893484,0.7187829,0.1668872,-0.5641619,0.3704338,24404.1177
ShoulderRight,0.3301941,0.5320212,3.079802,0.07060621,0.7571309,0.6487319,-0.03024188,24404.1177
ElbowRight,0.5102837,0.3779996,3.141992,-0.3690068,0.1881635,0.222481,0.8825706,24404.1177
WristRight,0.7141569,0.4408049,3.060536,-0.5158054,0.5710759,0.6094788,0.190664,24404.1177
HandRight,0.7894203,0.4893005,3.049634,-0.5341902,0.4193189,0.6953248,0.2352356,24404.1177
HipLeft,0.07908905,0.03177232,3.097872,0.1042359,-0.6926122,0.6932118,-0.1699431,24404.1177
KneeLeft,-0.01859039,-0.3773894,3.086278,0.09382557,-0.68863,0.07104916,0.7154981,24404.1177
AnkleLeft,-0.08812393,-0.7400452,3.08806,0.07292705,-0.6142944,0.06026601,0.783385,24404.1177
FootLeft,-0.1241335,-0.8060631,2.994822,0,0,0,0,24404.1177
HipRight,0.239197,0.03395336,3.092645,-0.125128,0.6761292,0.6986517,-0.197682,24404.1177
KneeRight,0.2678221,-0.3717718,3.1585,0.03350221,0.7167347,0.08080363,0.691838,24404.1177
AnkleRight,0.2475796,-0.7407105,3.236306,0.09049259,0.6794038,0.0572342,0.7259105,24404.1177
FootRight,0.2488064,-0.8196841,3.174098,0,0,0,0,24404.1177
SpineShoulder,0.1481452,0.5593895,3.067314,-0.002010106,-0.0128552,0.9974788,-0.0697619,24404.1177
HandTipLeft,-0.5721612,0.7939228,2.893415,0,0,0,0,24404.1177
ThumbLeft,-0.5628758,0.7078248,2.894167,0,0,0,0,24404.1177
HandTipRight,0.8660545,0.5259262,3.065798,0,0,0,0,24404.1177
ThumbRight,0.7571872,0.536818,3.013167,0,0,0,0,24404.1177
SpineBase,0.151438,0.03260025,3.126345,-0.009822252,-0.007359215,0.998576,-0.05191582,24435.6459
SpineMid,0.146645,0.3358707,3.094771,-0.004214288,-0.007650648,0.9986154,-0.05187367,24435.6459
Neck,0.1408674,0.6314514,3.051167,0.001508467,-0.0109074,0.99596,-0.08912073,24435.6459
Head,0.1482664,0.7602998,2.994818,0,0,0,0,24435.6459
ShoulderLeft,-0.04543748,0.5429719,3.071756,0.06027962,0.7350377,-0.6743591,0.03641082,24435.6459
ElbowLeft,-0.3026332,0.5158696,3.058055,0.6168696,-0.3238669,0.2591279,0.6689057,24435.6459
WristLeft,-0.4736528,0.617102,2.913272,0.5758945,0.0611808,-0.6117202,0.5388886,24435.6459
HandLeft,-0.5391325,0.6802009,2.888376,0.659445,0.1587434,-0.6322695,0.3743902,24435.6459
ShoulderRight,0.321553,0.5340303,3.074276,0.06459922,0.7530021,0.6540447,-0.03225493,24435.6459
ElbowRight,0.5245578,0.4084209,3.125169,-0.44382,0.1757264,0.2138219,0.8523052,24435.6459
WristRight,0.7280412,0.4975769,3.043999,-0.5403247,0.5281022,0.6296998,0.1806526,24435.6459
HandRight,0.7965538,0.5461711,3.036442,-0.5390451,0.394191,0.7053586,0.2377247,24435.6459
HipLeft,0.06881233,0.03077505,3.091721,-0.1071371,0.6932644,-0.6916192,0.1719566,24435.6459
KneeLeft,-0.02703141,-0.3790806,3.079758,0.09199798,-0.6936269,0.06976923,0.7110207,24435.6459
AnkleLeft,-0.09083238,-0.7429705,3.083723,0.06497581,-0.6134044,0.05761018,0.7849804,24435.6459
FootLeft,-0.1260561,-0.809925,2.991275,0,0,0,0,24435.6459
HipRight,0.2305075,0.03358937,3.088362,-0.1228539,0.6768449,0.7003888,-0.190377,24435.6459
KneeRight,0.2606276,-0.374073,3.156777,0.03381012,0.7125764,0.0840039,0.6957263,24435.6459
AnkleRight,0.2469899,-0.7408504,3.235699,0.08597957,0.6838599,0.06417498,0.7216818,24435.6459
FootRight,0.2485057,-0.819984,3.173881,0,0,0,0,24435.6459
SpineShoulder,0.1424546,0.5586736,3.064301,0.001442724,-0.009435686,0.9976476,-0.06788231,24435.6459
HandTipLeft,-0.6124834,0.732188,2.888432,0,0,0,0,24435.6459
ThumbLeft,-0.5652077,0.644018,2.874214,0,0,0,0,24435.6459
HandTipRight,0.8645882,0.5835337,3.050009,0,0,0,0,24435.6459
ThumbRight,0.7574207,0.5883355,2.999643,0,0,0,0,24435.6459
SpineBase,0.1411194,0.03287289,3.121018,-0.009699652,-0.01533646,0.9982845,-0.05566636,24468.339
SpineMid,0.1314467,0.3359676,3.087196,-0.003007432,-0.01570927,0.9983271,-0.0555623,24468.339
Neck,0.1205634,0.6312199,3.041077,0.004059571,-0.01976429,0.9954208,-0.09343616,24468.339
Head,0.136504,0.7596171,2.98943,0,0,0,0,24468.339
ShoulderLeft,-0.05336975,0.5404985,3.065586,0.07048211,0.7413308,-0.6666028,0.03319132,24468.339
ElbowLeft,-0.3037051,0.4846015,3.058195,0.5733743,-0.3324954,0.2496523,0.7059479,24468.339
WristLeft,-0.4874413,0.5679023,2.913329,0.5242834,0.1182154,-0.626759,0.5642032,24468.339
HandLeft,-0.5529898,0.619243,2.887014,0.6215795,0.1838465,-0.6384479,0.4149985,24468.339
ShoulderRight,0.3146485,0.5363801,3.070855,0.07787263,0.7461385,0.6607378,-0.02527792,24468.339
ElbowRight,0.5271782,0.430497,3.11513,-0.4858668,0.1728368,0.2115369,0.8302488,24468.339
WristRight,0.7123457,0.5287836,3.037422,-0.5540217,0.5034174,0.642547,0.1635976,24468.339
HandRight,0.7931812,0.6012139,3.025648,-0.5715999,0.3533721,0.7106265,0.2083546,24468.339
HipLeft,0.05944205,0.03110336,3.086321,-0.1088265,0.6926879,-0.6915119,0.1736419,24468.339
KneeLeft,-0.03441124,-0.3793772,3.075889,0.08898645,-0.6936105,0.06934833,0.7114609,24468.339
AnkleLeft,-0.09127472,-0.7430685,3.082818,0.05482792,-0.6194525,0.05552454,0.7811463,24468.339
FootLeft,-0.1237288,-0.813104,2.992806,0,0,0,0,24468.339
HipRight,0.219479,0.03383308,3.08317,-0.1188796,0.6754258,0.7009881,-0.1956616,24468.339
KneeRight,0.2517035,-0.3757676,3.153015,0.03302366,0.7118972,0.08659926,0.696141,24468.339
AnkleRight,0.2439811,-0.7405702,3.233543,0.082671,0.6894425,0.0708805,0.7161079,24468.339
FootRight,0.2453326,-0.8164063,3.175092,0,0,0,0,24468.339
SpineShoulder,0.1234201,0.5585413,3.05486,0.003829449,-0.01815851,0.997234,-0.07197126,24468.339
HandTipLeft,-0.6153401,0.6634011,2.883993,0,0,0,0,24468.339
ThumbLeft,-0.5637172,0.5760176,2.864889,0,0,0,0,24468.339
HandTipRight,0.8619746,0.6464365,3.044384,0,0,0,0,24468.339
ThumbRight,0.7547325,0.646889,2.999214,0,0,0,0,24468.339
SpineBase,0.1316203,0.03336442,3.118865,-0.006121355,-0.01406708,0.9982973,-0.05627782,24503.991
SpineMid,0.1228448,0.3362764,3.084651,6.14915E-05,-0.01441536,0.998316,-0.05618962,24503.991
Neck,0.1134818,0.6313709,3.038393,0.00662491,-0.01717298,0.9954445,-0.09354892,24503.991
Head,0.127358,0.7611935,2.983813,0,0,0,0,24503.991
ShoulderLeft,-0.06109865,0.5392575,3.061672,0.06806683,0.7438279,-0.6639094,0.03620966,24503.991
ElbowLeft,-0.3035413,0.4524698,3.062965,0.5162351,-0.3581111,0.2549298,0.7350296,24503.991
WristLeft,-0.480549,0.5002335,2.929061,0.5066291,0.1333983,-0.5903546,0.6140141,24503.991
HandLeft,-0.5588988,0.5480699,2.895215,0.6086677,0.1874977,-0.6115453,0.4694471,24503.991
ShoulderRight,0.3084961,0.5394403,3.068139,0.07797463,0.7409684,0.6665264,-0.02506499,24503.991
ElbowRight,0.526923,0.4602299,3.10708,-0.5391761,0.1491707,0.2029186,0.8036549,24503.991
WristRight,0.7351561,0.603923,3.021938,-0.5496856,0.4605102,0.6833684,0.1370535,24503.991
HandRight,0.788264,0.6541122,3.015502,-0.5431877,0.3462406,0.7396281,0.1949742,24503.991
HipLeft,0.05065266,0.03167171,3.083601,-0.1113914,0.6914786,-0.6913828,0.1773106,24503.991
KneeLeft,-0.04018462,-0.3783827,3.07317,0.08633725,-0.6965995,0.06731173,0.7090586,24503.991
AnkleLeft,-0.09265316,-0.7439105,3.082163,0.04829402,-0.6185109,0.05373254,0.7824479,24503.991
FootLeft,-0.1243291,-0.8155891,2.99406,0,0,0,0,24503.991
HipRight,0.2094488,0.0342532,3.081609,-0.117598,0.6760135,0.7009426,-0.1945659,24503.991
KneeRight,0.2464765,-0.3761488,3.151449,0.02863295,0.709702,0.09058033,0.6980676,24503.991
AnkleRight,0.2429773,-0.7388278,3.23317,0.08070192,0.6948887,0.07574836,0.7105485,24503.991
FootRight,0.2439374,-0.8125193,3.176447,0,0,0,0,24503.991
SpineShoulder,0.1159194,0.5587289,3.052188,0.006420278,-0.01590346,0.997238,-0.07226427,24503.991
HandTipLeft,-0.6249885,0.5891383,2.886518,0,0,0,0,24503.991
ThumbLeft,-0.5842077,0.519466,2.874632,0,0,0,0,24503.991
HandTipRight,0.8485566,0.7071586,3.030467,0,0,0,0,24503.991
ThumbRight,0.7406844,0.6891308,2.983688,0,0,0,0,24503.991
SpineBase,0.1180099,0.03480815,3.1134,-0.001876348,-0.01060696,0.9982434,-0.05825875,24537.0081
SpineMid,0.1114926,0.3372869,3.077982,0.002651437,-0.0108711,0.9982416,-0.05821003,24537.0081
Neck,0.104207,0.6319994,3.030545,0.007389588,-0.01381401,0.9952905,-0.09566271,24537.0081
Head,0.1179573,0.7620973,2.977481,0,0,0,0,24537.0081
ShoulderLeft,-0.0692206,0.5395964,3.055723,0.07300136,0.7449372,-0.6622155,0.03478825,24537.0081
ElbowLeft,-0.299784,0.4172324,3.065642,0.4542897,-0.3722455,0.2437126,0.771789,24537.0081
WristLeft,-0.4650436,0.4377315,2.944784,0.489547,0.1452758,-0.5569171,0.6550435,24537.0081
HandLeft,-0.572743,0.4887738,2.898,0.6034419,0.1905363,-0.5789518,0.5141678,24537.0081
ShoulderRight,0.2991011,0.5475254,3.061719,0.08234334,0.7281287,0.680072,-0.02345781,24537.0081
ElbowRight,0.5254856,0.4999689,3.086499,-0.5957076,0.1736527,0.2071857,0.7563406,24537.0081
WristRight,0.7147788,0.6265133,3.005877,-0.5551659,0.4679985,0.6735989,0.1379594,24537.0081
HandRight,0.7726381,0.697412,2.998884,-0.5843119,0.2876469,0.738126,0.1760936,24537.0081
HipLeft,0.03697392,0.03379309,3.077391,0.1120202,-0.6875798,0.6940666,-0.181541,24537.0081
KneeLeft,-0.05242031,-0.373408,3.068551,0.08405492,-0.7001455,0.06837043,0.7057311,24537.0081
AnkleLeft,-0.09326605,-0.7447429,3.080959,0.033556,-0.6033567,0.04632021,0.7954175,24537.0081
FootLeft,-0.126669,-0.8146514,2.991374,0,0,0,0,24537.0081
HipRight,0.196244,0.03502545,3.076844,-0.1136096,0.6794967,0.6988211,-0.1924215,24537.0081
KneeRight,0.2370119,-0.3757224,3.147363,0.02569714,0.7071212,0.09428977,0.7003062,24537.0081
AnkleRight,0.2416504,-0.7372129,3.231993,0.07655144,0.7013924,0.08568218,0.7034537,24537.0081
FootRight,0.2427033,-0.8112199,3.176321,0,0,0,0,24537.0081
SpineShoulder,0.1061354,0.5594507,3.044638,0.007266069,-0.01249567,0.9971302,-0.07431291,24537.0081
HandTipLeft,-0.6450744,0.5242155,2.89292,0,0,0,0,24537.0081
ThumbLeft,-0.5984806,0.4559549,2.8853,0,0,0,0,24537.0081
HandTipRight,0.8324375,0.7498447,3.007896,0,0,0,0,24537.0081
ThumbRight,0.7305095,0.7416073,2.97475,0,0,0,0,24537.0081
SpineBase,0.1056945,0.03599256,3.109496,0.005851316,-0.009254218,0.9981054,-0.06054592,24569.3029
SpineMid,0.1002746,0.3387975,3.072588,0.00968165,-0.009486504,0.9980756,-0.06050996,24569.3029
Neck,0.09424132,0.6337996,3.023652,0.01365307,-0.01218695,0.9950181,-0.09800109,24569.3029
Head,0.108056,0.7634805,2.970702,0,0,0,0,24569.3029
ShoulderLeft,-0.07729898,0.5383838,3.047503,0.07128517,0.7506842,-0.6555412,0.04071123,24569.3029
ElbowLeft,-0.2927574,0.3900941,3.070464,0.3963484,-0.384199,0.2460063,0.7967308,24569.3029
WristLeft,-0.4730957,0.3889937,2.94289,-0.53719,0.6868119,-0.4570954,-0.1754423,24569.3029
HandLeft,-0.5724673,0.4272776,2.908537,0.5623064,-0.5228066,0.5957198,0.2358022,24569.3029
ShoulderRight,0.2926178,0.5515791,3.057707,0.0879079,0.7237584,0.684118,-0.02069856,24569.3029
ElbowRight,0.5234405,0.5198079,3.075059,-0.6306446,0.1575447,0.1851942,0.7370009,24569.3029
WristRight,0.7133222,0.6847893,2.987098,-0.5864021,0.4198729,0.6824154,0.1189478,24569.3029
HandRight,0.7643945,0.7392874,2.987516,-0.5564045,0.2927817,0.745146,0.2223744,24569.3029
HipLeft,0.02504629,0.03561695,3.072157,0.1160978,-0.6832458,0.6959943,-0.187852,24569.3029
KneeLeft,-0.05916741,-0.3692886,3.066079,-0.07728744,0.7065294,-0.0674918,-0.7002056,24569.3029
AnkleLeft,-0.09378286,-0.745169,3.080499,0.02523189,-0.5992857,0.04281483,0.7989911,24569.3029
FootLeft,-0.1270983,-0.8150598,2.990813,0,0,0,0,24569.3029
HipRight,0.1837171,0.0355573,3.074211,-0.1077662,0.6829683,0.6970258,-0.1899891,24569.3029
KneeRight,0.2277926,-0.3733656,3.143365,0.02113414,0.7019683,0.09650928,0.7053225,24569.3029
AnkleRight,0.2411732,-0.7370535,3.231491,0.07258587,0.7128892,0.09541506,0.6909533,24569.3029
FootRight,0.2412814,-0.8094363,3.175329,0,0,0,0,24569.3029
SpineShoulder,0.09583929,0.5611832,3.038121,0.01357565,-0.01092694,0.9969054,-0.07665494,24569.3029
HandTipLeft,-0.644901,0.455274,2.908806,0,0,0,0,24569.3029
ThumbLeft,-0.5488051,0.4799177,2.876636,0,0,0,0,24569.3029
HandTipRight,0.8282804,0.7910959,3.0064,0,0,0,0,24569.3029
ThumbRight,0.7141972,0.7683248,2.955601,0,0,0,0,24569.3029
SpineBase,0.09487994,0.03685237,3.107325,0.01257421,-0.01032295,0.9978276,-0.06383785,24603.4131
SpineMid,0.08907368,0.3399588,3.068305,0.01320981,-0.01036361,0.9978194,-0.06383125,24603.4131
Neck,0.08270833,0.6352803,3.016976,0.01400739,-0.01271845,0.9946052,-0.1019924,24603.4131
Head,0.09675764,0.7652547,2.964641,0,0,0,0,24603.4131
ShoulderLeft,-0.08682065,0.5365815,3.041399,0.07342113,0.7569785,-0.6477908,0.04427045,24603.4131
ElbowLeft,-0.2960269,0.3887856,3.069825,0.3783557,-0.4060887,0.2647794,0.7885625,24603.4131
WristLeft,-0.5100695,0.3536749,2.940105,-0.4694605,0.7307082,-0.4584156,-0.1884874,24603.4131
HandLeft,-0.5730304,0.3719752,2.919118,0.5078233,-0.5647523,0.6123948,0.2194151,24603.4131
ShoulderRight,0.2817421,0.5590898,3.050308,0.08871503,0.7128816,0.695208,-0.02480188,24603.4131
ElbowRight,0.5218914,0.5373812,3.065393,-0.6487333,0.1575182,0.1849821,0.7211898,24603.4131
WristRight,0.7034247,0.7036219,2.979213,-0.5527622,0.4160706,0.7163556,0.09041005,24603.4131
HandRight,0.74783,0.7746521,2.976542,-0.5673547,0.2322665,0.7757976,0.1493282,24603.4131
HipLeft,0.0147978,0.03677372,3.068883,0.1194952,-0.6803238,0.6966191,-0.193913,24603.4131
KneeLeft,-0.06520581,-0.3674533,3.064054,-0.07238375,0.7117376,-0.065639,-0.695616,24603.4131
AnkleLeft,-0.0960505,-0.7444029,3.078179,0.02119204,-0.6040979,0.03954241,0.7956463,24603.4131
FootLeft,-0.127281,-0.8159986,2.989674,0,0,0,0,24603.4131
HipRight,0.1725882,0.03608602,3.073175,-0.1014099,0.6846545,0.6965644,-0.1891091,24603.4131
KneeRight,0.2188907,-0.3720014,3.139515,0.01623751,0.6973135,0.09633829,0.7100769,24603.4131
AnkleRight,0.2386902,-0.7384304,3.229485,0.06706066,0.707835,0.1029194,0.695615,24603.4131
FootRight,0.2408726,-0.8094515,3.175823,0,0,0,0,24603.4131
SpineShoulder,0.084375,0.5625849,3.032069,0.01390948,-0.01157152,0.9965968,-0.08042093,24603.4131
HandTipLeft,-0.63957,0.393446,2.923579,0,0,0,0,24603.4131
ThumbLeft,-0.5467262,0.4235469,2.88225,0,0,0,0,24603.4131
HandTipRight,0.7999141,0.8354774,2.988829,0,0,0,0,24603.4131
ThumbRight,0.6959664,0.7991192,2.944062,0,0,0,0,24603.4131
SpineBase,0.08376177,0.03773471,3.104762,0.01693832,-0.008137473,0.9976289,-0.06620865,24636.4124
SpineMid,0.07948069,0.3409477,3.064263,0.01422623,-0.007957457,0.9976711,-0.06623052,24636.4124
Neck,0.07458493,0.6363428,3.011627,0.01156858,-0.01001852,0.9944515,-0.104077,24636.4124
Head,0.08541095,0.7656426,2.959786,0,0,0,0,24636.4124
ShoulderLeft,-0.09851322,0.5331425,3.039043,0.07937235,0.7642963,-0.6385823,0.04199878,24636.4124
ElbowLeft,-0.2724613,0.3351944,3.075024,0.2974814,-0.3500803,0.1984172,0.8657824,24636.4124
WristLeft,-0.4736644,0.3070822,2.952713,-0.4787014,0.7228754,-0.4599676,-0.1916397,24636.4124
HandLeft,-0.5578016,0.323902,2.931695,0.4729074,-0.5822268,0.6095565,0.2565375,24636.4124
ShoulderRight,0.273081,0.5617198,3.044829,0.08973883,0.7100061,0.6979361,-0.0268971,24636.4124
